# syn_a_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_a.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_a_10.txt
#          + syn_a_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
grayish,gray,0.95
grey,grayish,0.95
grey,greyish,0.95
greyish,gray,0.95
greyish,grayish,0.95
happy,glad,0.95
high,tall,0.95
honest,truthful,0.95
interesting,fascinating,0.95
joking,jesting,0.95
late,tardy,0.95
limiting,constraining,0.95
local,nearby,0.95
loud,noisy,0.95
mean,cruel,0.95
muddy,boggy,0.95
muddy,swampy,0.95
narrow,thin,0.95
needy,destitute,0.95
personalized,individualized,0.95
phony,bogus,0.95
pissed,riled,0.95
poor,needy,0.95
possible,feasible,0.95
public,open,0.95
quiet,silent,0.95
red,crimson,0.95
red,scarlet,0.95
resplendent,splendid,0.95
resplendent,splendiferous,0.95
right,correct,0.95
safe,secure,0.95
savage,ferocious,0.95
scarlet,crimson,0.95
shallow,superficial,0.95
short,brief,0.95
shy,timid,0.95
smooth,sleek,0.95
soft,gentle,0.95
splendiferous,splendid,0.95
thin,slim,0.95
wee,teensy,0.95
whacky,goofy,0.95
whacky,wacky,0.95
worried,upset,0.95
young,youthful,0.95
astonishing,stupefying,0.94
astounding,astounding,0.94
astounding,stupefying,0.94
awkward,embarrassing,0.94
banging,thumping,0.94
calm,serene,0.94
calm,tranquil,0.94
crimson,reddish,0.94
daring,venturesome,0.94
daring,venturous,0.94
delicious,toothsome,0.94
disgusting,yucky,0.94
engraved,incised,0.94
etched,incised,0.94
fake,faux,0.94
fake,phoney,0.94
fascinated,mesmerised,0.94
frozen,icy,0.94
ignorant,nescient,0.94
integrated,unified,0.94
juvenile,adolescent,0.94
juvenile,teenage,0.94
juvenile,teenaged,0.94
leaning,tilted,0.94
limiting,confining,0.94
lit,illuminated,0.94
muddy,marshy,0.94
muddy,soggy,0.94
needed,required,0.94
needy,impoverished,0.94
needy,indigent,0.94
northeast,northeasterly,0.94
northwest,northwesterly,0.94
obsessed,preoccupied,0.94
oval,ovoid,0.94
phony,phoney,0.94
pissed,irritated,0.94
red,reddish,0.94
scarlet,reddish,0.94
shining,glistening,0.94
shy,diffident,0.94
sneak,sneaky,0.94
southeast,southeasterly,0.94
southwest,southwesterly,0.94
staggering,stupefying,0.94
teen,adolescent,0.94
teen,teenaged,0.94
tempting,alluring,0.94
terrified,panicky,0.94
threatening,menacing,0.94
thriving,booming,0.94
twisted,perverted,0.94
unknown,unidentified,0.94
weakened,diminished,0.94
wee,bitty,0.94
wee,teeny,0.94
wee,weeny,0.94
whacky,zany,0.94
wrapped,draped,0.94
wretchedly,pitiful,0.94
aged,elderly,0.93
annoyed,vexed,0.93
annoying,pesky,0.93
annoying,pestering,0.93
biting,nipping,0.93
cheap,chintzy,0.93
coming,approaching,0.93
consolidated,amalgamated,0.93
constant,unvarying,0.93
dark,moody,0.93
discouraged,demoralized,0.93
disgusting,skanky,0.93
distorted,deformed,0.93
distorted,misshapen,0.93
disturbed,upset,0.93
double,doubled,0.93
dressed,appareled,0.93
dressed,robed,0.93
expressed,verbalised,0.93
expressed,verbalized,0.93
extended,prolonged,0.93
fascinated,spellbound,0.93
floating,drifting,0.93
flooded,awash,0.93
flooded,overflowing,0.93
fresh,refreshing,0.93
funny,odd,0.93
gilded,golden,0.93
glorious,brilliant,0.93
glorious,glorious,0.93
glorious,magnificent,0.93
gold,gilded,0.93
gold,golden,0.93
great,neat,0.93
green,greenish,0.93
hated,scorned,0.93
ignorant,unlettered,0.93
insulting,contemptuous,0.93
integrated,incorporated,0.93
joking,jocular,0.93
lasting,durable,0.93
licensed,accredited,0.93
magic,sorcerous,0.93
magic,wizard,0.93
magic,wizardly,0.93
mocking,jeering,0.93
mourning,sorrowing,0.93
muddy,waterlogged,0.93
needy,necessitous,0.93
nervous,skittish,0.93
nuts,bonkers,0.93
nuts,nutty,0.93
outstanding,spectacular,0.93
oval,oviform,0.93
personalized,individualised,0.93
raped,pillaged,0.93
resplendent,brilliant,0.93
resplendent,magnificent,0.93
savage,fierce,0.93
small,modest,0.93
sorcerous,wizard,0.93
sorcerous,wizardly,0.93
splendiferous,brilliant,0.93
splendiferous,magnificent,0.93
threatening,ominous,0.93
thriving,prosperous,0.93
torn,lacerated,0.93
twisted,distorted,0.93
unknown,unnamed,0.93
unlawful,illicit,0.93
weakened,lessened,0.93
wee,bittie,0.93
wee,weensy,0.93
winding,tortuous,0.93
winding,twisting,0.93
wizardly,wizard,0.93
workaday,mundane,0.93
worried,disturbed,0.93
worrying,troubling,0.93
worrying,worrisome,0.93
wretchedly,miserable,0.93
wretchedly,misfortunate,0.93
wretchedly,pitiable,0.93
absent,lacking,0.92
acid,sulfurous,0.92
acid,sulphurous,0.92
active,lively,0.92
alive,breathing,0.92
amazing,awful,0.92
ancient,archaic,0.92
annoyed,harassed,0.92
annoyed,harried,0.92
annoying,vexatious,0.92
annoying,vexing,0.92
approaching,upcoming,0.92
astounding,amazing,0.92
blunt,candid,0.92
blunt,forthright,0.92
blunt,plainspoken,0.92
boring,tedious,0.92
brave,bold,0.92
burned,burnt,0.92
calm,unagitated,0.92
cheap,crummy,0.92
cheap,tacky,0.92
cheap,tawdry,0.92
clear,plain,0.92
coming,upcoming,0.92
common,usual,0.92
completed,accomplished,0.92
complex,intricate,0.92
crimson,carmine,0.92
crimson,cerise,0.92
crimson,ruby,0.92
crimson,ruddy,0.92
dark,morose,0.92
dire,awful,0.92
dire,dreadful,0.92
dire,horrendous,0.92
dire,terrible,0.92
discouraged,demoralised,0.92
disgusting,disgustful,0.92
distorted,malformed,0.92
disturbed,disquieted,0.92
dominant,prevalent,0.92
easy,comfortable,0.92
everlasting,ageless,0.92
everlasting,eternal,0.92
everlasting,unceasing,0.92
everlasting,unending,0.92
faded,bleached,0.92
fake,imitation,0.92
far,remote,0.92
fascinated,hypnotized,0.92
fascinating,gripping,0.92
flint,flinty,0.92
forthright,plainspoken,0.92
frank,blunt,0.92
frank,plainspoken,0.92
free,unrestricted,0.92
frozen,frigid,0.92
frozen,frosty,0.92
fucking,bloody,0.92
gargantuan,jumbo,0.92
giant,jumbo,0.92
gilded,gilt,0.92
gilt,golden,0.92
glorious,excellent,0.92
gold,gilt,0.92
grave,solemn,0.92
happy,joyful,0.92
high,elevated,0.92
honest,sincere,0.92
ignorant,unlearned,0.92
infinite,innumerable,0.92
infinite,numberless,0.92
insulting,disdainful,0.92
integrated,incorporate,0.92
intelligible,apprehensible,0.92
interesting,engaging,0.92
juvenile,teen,0.92
late,delayed,0.92
little,piddling,0.92
local,regional,0.92
loud,booming,0.92
lush,exuberant,0.92
mean,unkind,0.92
missing,absent,0.92
missing,lacking,0.92
mourning,bereaved,0.92
muddy,miry,0.92
muddy,quaggy,0.92
muddy,sloppy,0.92
mute,tongueless,0.92
narrow,tight,0.92
nuts,batty,0.92
nuts,crackers,0.92
okay,ok,0.92
oval,ovate,0.92
petite,flyspeck,0.92
plainspoken,candid,0.92
planted,implanted,0.92
poor,impoverished,0.92
possible,viable,0.92
public,communal,0.92
quiet,hushed,0.92
real,genuine,0.92
red,carmine,0.92
red,cerise,0.92
red,ruby,0.92
red,ruddy,0.92
resplendent,stellar,0.92
right,proper,0.92
safe,harmless,0.92
scarlet,carmine,0.92
scarlet,cerise,0.92
scarlet,ruby,0.92
scarlet,ruddy,0.92
separated,isolated,0.92
shallow,skin_deep,0.92
shining,lustrous,0.92
shining,shiny,0.92
short,small,0.92
sick,disgusted,0.92
smooth,even,0.92
soft,tender,0.92
solem_n,solemn,0.92
spiral,coiling,0.92
splendiferous,excellent,0.92
staggering,prodigious,0.92
star,stellar,0.92
sticking,protruding,0.92
tempting,beguiling,0.92
thin,skinny,0.92
threatening,forbidding,0.92
tight,stiff,0.92
tolerant,liberal,0.92
torn,mangled,0.92
trapped,cornered,0.92
ugly,despicable,0.92
ugly,vile,0.92
ugly,wretched,0.92
unknown,nameless,0.92
unlawful,illegitimate,0.92
unlocked,unlatched,0.92
wasted,pointless,0.92
wasted,superfluous,0.92
winding,twisty,0.92
workaday,routine,0.92
worried,disquieted,0.92
worrying,disturbing,0.92
wretchedly,hapless,0.92
young,juvenile,0.92
absolute,sheer,0.91
accompanying,concomitant,0.91
acid,acerb,0.91
acid,acrid,0.91
acrid,acerb,0.91
acrid,sulfurous,0.91
acrid,sulphurous,0.91
annoying,galling,0.91
annoying,nettlesome,0.91
approaching,forthcoming,0.91
banging,walloping,0.91
biting,barbed,0.91
blunt,outspoken,0.91
calculating,shrewd,0.91
center,middle,0.91
cheap,cheesy,0.91
cheap,flashy,0.91
cheap,tatty,0.91
cheap,trashy,0.91
coming,forthcoming,0.91
consolidated,amalgamate,0.91
consolidated,coalesced,0.91
crescent,semilunar,0.91
crimson,cherry,0.91
dark,dour,0.91
dark,glowering,0.91
dark,sullen,0.91
dire,direful,0.91
dire,dreaded,0.91
dire,fearful,0.91
dire,fearsome,0.91
disappointed,discomfited,0.91
discarded,throwaway,0.91
disgusting,foul,0.91
disgusting,repellent,0.91
dominant,prevailing,0.91
double,treble,0.91
dull,tedious,0.91
elephantine,jumbo,0.91
engraved,graven,0.91
etched,graven,0.91
expressed,uttered,0.91
extended,lengthy,0.91
extended,protracted,0.91
extra,excess,0.91
extra,spare,0.91
false,fictitious,0.91
fantabulous,splendid,0.91
fascinated,hypnotised,0.91
fascinating,absorbing,0.91
favorite,favored,0.91
fired,discharged,0.91
fired,dismissed,0.91
flint,stony,0.91
forthcoming,upcoming,0.91
foul,fetid,0.91
foul,noisome,0.91
foul,smelly,0.91
foul,stinking,0.91
frank,outspoken,0.91
frozen,wintry,0.91
funny,curious,0.91
funny,fishy,0.91
funny,peculiar,0.91
gargantuan,elephantine,0.91
giant,elephantine,0.91
gone,departed,0.91
grand,marvelous,0.91
grand,opulent,0.91
grand,sumptuous,0.91
great,keen,0.91
great,nifty,0.91
hardy,sturdy,0.91
humanitarian,humanist,0.91
infinite,multitudinous,0.91
insulting,scornful,0.91
integrated,merged,0.91
intelligible,graspable,0.91
keen,knifelike,0.91
learned,knowing,0.91
left,remaining,0.91
little,niggling,0.91
little,picayune,0.91
lush,profuse,0.91
magic,witching,0.91
moved,touched,0.91
muddy,squashy,0.91
needed,needful,0.91
needed,requisite,0.91
nuts,kooky,0.91
nuts,loony,0.91
nuts,whacky,0.91
odd,curious,0.91
odd,peculiar,0.91
only,lone,0.91
only,sole,0.91
outspoken,candid,0.91
outspoken,forthright,0.91
outspoken,plainspoken,0.91
oval,prolate,0.91
pissed,stung,0.91
protracted,lengthy,0.91
protracted,prolonged,0.91
raped,despoiled,0.91
raped,ravaged,0.91
red,cherry,0.91
required,needful,0.91
required,requisite,0.91
requisite,needful,0.91
ruined,undone,0.91
savage,furious,0.91
scarlet,cherry,0.91
separated,detached,0.91
slow,dull,0.91
slow,tedious,0.91
sneak,stealthy,0.91
sneak,surreptitious,0.91
spiral,volute,0.91
spiral,voluted,0.91
star,starring,0.91
starring,stellar,0.91
sticking,jutting,0.91
stiff,steadfast,0.91
stinking,fetid,0.91
stinking,noisome,0.91
stinking,smelly,0.91
sullen,dour,0.91
sullen,glowering,0.91
sullen,moody,0.91
sullen,morose,0.91
surreptitious,clandestine,0.91
surreptitious,undercover,0.91
surreptitious,underground,0.91
swinging,swingy,0.91
swinging,tripping,0.91
threatening,sinister,0.91
twin,twinned,0.91
ugly,slimy,0.91
ugly,worthless,0.91
unearthly,uncanny,0.91
unified,coordinated,0.91
unified,interconnected,0.91
unlawful,outlawed,0.91
unlocked,unbarred,0.91
unlocked,unbolted,0.91
warm,affectionate,0.91
wasted,purposeless,0.91
weakened,vitiated,0.91
whacky,kooky,0.91
whacky,nutty,0.91
witching,sorcerous,0.91
witching,wizard,0.91
witching,wizardly,0.91
worrying,distressing,0.91
wrapped,cloaked,0.91
wretchedly,piteous,0.91
wretchedly,wretched,0.91
absent,wanting,0.90
absolute,downright,0.90
accompanying,consequent,0.90
accompanying,resultant,0.90
active,busy,0.90
alive,animate,0.90
amazed,astonied,0.90
ancient,antique,0.90
annoying,pestiferous,0.90
annoying,teasing,0.90
astounding,awesome,0.90
aureate,golden,0.90
awkward,sticky,0.90
awkward,unenviable,0.90
baked,scorched,0.90
becoming,seemly,0.90
befuddled,confused,0.90
big,bountiful,0.90
big,handsome,0.90
biting,pungent,0.90
bloody,bally,0.90
bloody,flaming,0.90
boring,tiresome,0.90
brave,fearless,0.90
busy,interfering,0.90
busy,officious,0.90
calculating,conniving,0.90
calculating,scheming,0.90
center,halfway,0.90
center,midway,0.90
cheap,garish,0.90
cheap,gaudy,0.90
cheap,gimcrack,0.90
cheap,meretricious,0.90
cheap,sleazy,0.90
cheap,tinny,0.90
clear,transparent,0.90
colored,slanted,0.90
common,typical,0.90
completed,realised,0.90
completed,realized,0.90
complex,elaborate,0.90
consolidated,fused,0.90
constant,changeless,0.90
constant,invariant,0.90
crescent,crescent_shaped,0.90
crescent,lunate,0.90
crying,insistent,0.90
damn,blame,0.90
damn,blasted,0.90
damn,deuced,0.90
dark,glum,0.90
dark,saturnine,0.90
dark,sour,0.90
desired,coveted,0.90
disappointed,defeated,0.90
disappointed,thwarted,0.90
disgusting,repellant,0.90
disgusting,wicked,0.90
disturbed,distressed,0.90
disturbed,disturbing,0.90
disturbed,perturbing,0.90
disturbed,troubling,0.90
disturbed,unbalanced,0.90
disturbed,unhinged,0.90
disturbed,worrisome,0.90
dull,tiresome,0.90
dull,wearisome,0.90
eldritch,uncanny,0.90
extra,superfluous,0.90
fabricated,fictitious,0.90
fake,simulated,0.90
false,sham,0.90
fantabulous,excellent,0.90
far,faraway,0.90
favorite,preferred,0.90
flaming,bally,0.90
flat,bland,0.90
flat,flavourless,0.90
flat,matte,0.90
foul,foetid,0.90
foul,foul_smelling,0.90
free,libre,0.90
fresh,brisk,0.90
fucking,bally,0.90
fucking,flaming,0.90
funny,suspicious,0.90
gaudy,flashy,0.90
gaudy,garish,0.90
gay,jocund,0.90
gilded,aureate,0.90
gilt,aureate,0.90
glorious,super,0.90
goddamned,blame,0.90
goddamned,blasted,0.90
goddamned,deuced,0.90
gold,aureate,0.90
gone,foregone,0.90
good,adept,0.90
good,skilful,0.90
good,skillful,0.90
grand,marvellous,0.90
grand,princely,0.90
grand,wondrous,0.90
great,groovy,0.90
greedy,devouring,0.90
greedy,esurient,0.90
handsome,bountiful,0.90
happy,cheerful,0.90
hardy,stalwart,0.90
hardy,stout,0.90
high,lofty,0.90
honest,candid,0.90
infinite,countless,0.90
infinite,myriad,0.90
infinite,uncounted,0.90
intelligible,understandable,0.90
interesting,intriguing,0.90
invariant,changeless,0.90
invariant,unvarying,0.90
joking,jocose,0.90
keen,acute,0.90
keen,penetrating,0.90
keen,piercing,0.90
keen,sharp,0.90
kindly,benevolent,0.90
kinky,offbeat,0.90
kinky,quirky,0.90
late,overdue,0.90
leaning,atilt,0.90
leaning,canted,0.90
leaning,tipped,0.90
licensed,commissioned,0.90
little,fiddling,0.90
little,footling,0.90
little,petty,0.90
little,piffling,0.90
local,community,0.90
lost,befuddled,0.90
lost,bewildered,0.90
lost,confused,0.90
loud,raucous,0.90
lush,riotous,0.90
magic,magical,0.90
mean,nasty,0.90
middle,halfway,0.90
middle,midway,0.90
midget,flyspeck,0.90
midway,halfway,0.90
missing,wanting,0.90
mourning,bereft,0.90
moved,stirred,0.90
muslim,islamic,0.90
mute,wordless,0.90
narrow,restricted,0.90
nuts,barmy,0.90
nuts,loopy,0.90
nuts,wacky,0.90
obsessed,haunted,0.90
old,former,0.90
outstanding,prominent,0.90
outstanding,striking,0.90
petite,midget,0.90
phony,sham,0.90
pictured,envisioned,0.90
pissed,nettled,0.90
poor,destitute,0.90
poorly,sickly,0.90
possible,doable,0.90
preferred,favored,0.90
prepared,inclined,0.90
public,civic,0.90
quality,choice,0.90
quiet,soft,0.90
raped,sacked,0.90
real,true,0.90
resplendent,shining,0.90
right,appropriate,0.90
ruined,sunk,0.90
safe,low_risk,0.90
set,placed,0.90
shallow,slight,0.90
shining,sheeny,0.90
short,low,0.90
shy,unsure,0.90
slow,boring,0.90
slow,dense,0.90
slow,dumb,0.90
slow,tiresome,0.90
slow,wearisome,0.90
small,humble,0.90
small,low,0.90
smooth,fluid,0.90
smooth,polished,0.90
soft,mild,0.90
sorcerous,magical,0.90
spent,exhausted,0.90
spiral,whorled,0.90
splendiferous,super,0.90
split,disunited,0.90
sporting,betting,0.90
staggering,exceeding,0.90
stern,grim,0.90
stern,relentless,0.90
stern,unforgiving,0.90
stern,unrelenting,0.90
sticking,projecting,0.90
stinking,foetid,0.90
stinking,foul_smelling,0.90
stupefying,amazing,0.90
sullen,glum,0.90
sullen,saturnine,0.90
sullen,sour,0.90
swinging,lilting,0.90
thin,lean,0.90
threatening,baleful,0.90
tight,wet,0.90
topnotch,super,0.90
torn,lacerate,0.90
treated,hardened,0.90
treated,tempered,0.90
twisted,misrepresented,0.90
ugly,unworthy,0.90
unearthly,eldritch,0.90
unlawful,outlaw,0.90
warm,fond,0.90
wasted,senseless,0.90
wee,teentsy,0.90
whacky,barmy,0.90
whacky,batty,0.90
whacky,bonkers,0.90
whacky,loony,0.90
whacky,loopy,0.90
witching,magical,0.90
wizardly,magical,0.90
wondrous,marvellous,0.90
wondrous,marvelous,0.90
worried,distressed,0.90
worrying,distressful,0.90
worrying,perturbing,0.90
wrapped,clothed,0.90
wretchedly,poor,0.90
young,teenage,0.90
accompanying,attendant,0.89
ace,super,0.89
ace,tiptop,0.89
ace,topnotch,0.89
acid,bitter,0.89
acid,blistering,0.89
acid,virulent,0.89
acrid,bitter,0.89
acrid,blistering,0.89
acrid,virulent,0.89
akin,cognate,0.89
akin,consanguine,0.89
alone,unequaled,0.89
amazing,awing,0.89
astounding,grand,0.89
astounding,marvelous,0.89
astounding,spectacular,0.89
astounding,wondrous,0.89
awe_inspiring,awing,0.89
aweing,amazing,0.89
aweing,awesome,0.89
aweing,awful,0.89
baked,sunbaked,0.89
banging,humongous,0.89
bantam,flyspeck,0.89
befuddled,baffled,0.89
befuddled,confounded,0.89
big,bounteous,0.89
big,giving,0.89
big,grownup,0.89
blinking,bally,0.89
bloody,blinking,0.89
blue,spicy,0.89
bounteous,giving,0.89
bountiful,bounteous,0.89
bountiful,giving,0.89
broke,bust,0.89
broke,skint,0.89
broke,stony_broke,0.89
brown,dark_brown,0.89
bust,skint,0.89
bust,stony_broke,0.89
busy,meddlesome,0.89
busy,meddling,0.89
catching,contagious,0.89
chocolate_brown,dark_brown,0.89
clean,sporty,0.89
coarse,uncouth,0.89
coarse,vulgar,0.89
color,colour,0.89
common,uncouth,0.89
common,vulgar,0.89
constitutional,inherent,0.89
dark_brown,brownish,0.89
dead,bushed,0.89
deep,mysterious,0.89
disappointed,foiled,0.89
disunited,fragmented,0.89
double,threefold,0.89
drawn,haggard,0.89
drawn,raddled,0.89
dull,irksome,0.89
eldritch,weird,0.89
elephantine,humongous,0.89
ethnic,heathen,0.89
ethnic,heathenish,0.89
ethnic,pagan,0.89
everlasting,long_lasting,0.89
extra,redundant,0.89
faded,washy,0.89
fair,comely,0.89
favorite,pet,0.89
favorite,preferent,0.89
flaming,blinking,0.89
flat,flavorless,0.89
flat,insipid,0.89
flat,mat,0.89
flint,obdurate,0.89
floating,aimless,0.89
flooded,afloat,0.89
fresh,bracing,0.89
fucking,blinking,0.89
funny,shady,0.89
gargantuan,humongous,0.89
given,disposed,0.89
glorious,grand,0.89
gone,asleep,0.89
gone,bygone,0.89
good,proficient,0.89
grand,deluxe,0.89
grand,gilded,0.89
grand,luxurious,0.89
grand,tremendous,0.89
grand,wonderful,0.89
great,dandy,0.89
great,smashing,0.89
great,swell,0.89
handsome,bounteous,0.89
handsome,giving,0.89
heavy,lowering,0.89
heavy,sullen,0.89
indisposed,sickly,0.89
indisposed,unwell,0.89
infinite,innumerous,0.89
infinite,unnumbered,0.89
insipid,bland,0.89
intelligible,perceivable,0.89
kindly,openhearted,0.89
lasting,long_lasting,0.89
learned,knowledgeable,0.89
left,leftover,0.89
leftover,remaining,0.89
loose,escaped,0.89
lost,baffled,0.89
lost,confounded,0.89
matte,mat,0.89
midget,bantam,0.89
mixed,assorted,0.89
mixed,motley,0.89
moved,affected,0.89
mute,unspoken,0.89
nervous,flighty,0.89
nervous,spooky,0.89
obtuse,dense,0.89
obtuse,dim,0.89
obtuse,dull,0.89
obtuse,dumb,0.89
old,erstwhile,0.89
old,onetime,0.89
organized,unionized,0.89
outstanding,salient,0.89
oval,oval_shaped,0.89
passing,transient,0.89
petite,bantam,0.89
pictured,visualised,0.89
pictured,visualized,0.89
plain,unmistakable,0.89
poorly,indisposed,0.89
poorly,unwell,0.89
preferred,pet,0.89
preferred,preferent,0.89
prepared,disposed,0.89
resplendent,glistening,0.89
senior,aged,0.89
senior,elderly,0.89
senior,older,0.89
set,situated,0.89
shining,glossy,0.89
sick,pale,0.89
sick,wan,0.89
situated,placed,0.89
skint,stony_broke,0.89
skittish,flighty,0.89
skittish,spooky,0.89
slight,slender,0.89
slight,slim,0.89
slow,dim,0.89
slow,irksome,0.89
slow,obtuse,0.89
small,lowly,0.89
smooth,fluent,0.89
smooth,liquid,0.89
spent,fagged,0.89
splendiferous,grand,0.89
split,fragmented,0.89
staggering,surpassing,0.89
stainless,unstained,0.89
stern,inexorable,0.89
sticking,sticking_out,0.89
stiff,firm,0.89
stiff,unbendable,0.89
stiff,unfaltering,0.89
stiff,unshakable,0.89
stiff,unwavering,0.89
sullen,lowering,0.89
thriving,roaring,0.89
tiptop,super,0.89
tolerant,broad,0.89
topnotch,tiptop,0.89
treated,toughened,0.89
trying,stressful,0.89
unearthly,weird,0.89
unfaltering,firm,0.89
unfaltering,steadfast,0.89
unfaltering,unwavering,0.89
unlocked,unsecured,0.89
unshakable,firm,0.89
unshakable,steadfast,0.89
unshakable,unfaltering,0.89
unshakable,unwavering,0.89
warm,tender,0.89
wasted,otiose,0.89
wondrous,tremendous,0.89
wondrous,wonderful,0.89
workaday,unremarkable,0.89
yellow,chicken,0.89
yellow,white_livered,0.89
absolute,rank,0.88
accompanying,ensuant,0.88
active,dynamic,0.88
aged,older,0.88
akin,blood_related,0.88
akin,consanguineous,0.88
akin,kin,0.88
alive,live,0.88
alone,unequalled,0.88
alone,unparalleled,0.88
ancient,age_old,0.88
arch,condescending,0.88
baked,parched,0.88
bantam,tiny,0.88
bantam,weeny,0.88
becoming,comely,0.88
becoming,decorous,0.88
befuddled,bemused,0.88
befuddled,mazed,0.88
bent,bent_on,0.88
big,bighearted,0.88
big,grown,0.88
biting,mordacious,0.88
bloody,blooming,0.88
bloody,crashing,0.88
blooming,bally,0.88
blooming,blinking,0.88
blue,juicy,0.88
blue,naughty,0.88
boring,dreary,0.88
bounteous,bighearted,0.88
bountiful,bighearted,0.88
brave,valiant,0.88
broke,stone_broke,0.88
brown,chocolate_brown,0.88
bust,stone_broke,0.88
busy,busybodied,0.88
careworn,haggard,0.88
careworn,raddled,0.88
careworn,worn,0.88
catching,communicable,0.88
cheap,bum,0.88
cheap,loud,0.88
chocolate_brown,brownish,0.88
choice,prime,0.88
clamant,insistent,0.88
clean,sportsmanlike,0.88
clear,evident,0.88
colored,biased,0.88
comely,decorous,0.88
comely,seemly,0.88
common,coarse,0.88
common,standard,0.88
complete,all_over,0.88
complete,ended,0.88
complex,sophisticated,0.88
crashing,bally,0.88
crashing,blinking,0.88
crashing,blooming,0.88
crashing,flaming,0.88
crimson,cherry_red,0.88
crimson,ruby_red,0.88
crying,clamant,0.88
damn,blamed,0.88
damn,blessed,0.88
dark_green,greenish,0.88
dead,beat,0.88
decorous,seemly,0.88
deep,inscrutable,0.88
deep,mystifying,0.88
dire,threatening,0.88
discarded,thrown_away,0.88
disunited,disconnected,0.88
dominant,rife,0.88
double,three_fold,0.88
double,twofold,0.88
drawn,careworn,0.88
drawn,worn,0.88
dressed,garmented,0.88
dressed,habilimented,0.88
easy,prosperous,0.88
elderly,older,0.88
etched,carved,0.88
ex,old_fashioned,0.88
extra,surplus,0.88
fair,bonny,0.88
fair,sightly,0.88
fake,bastard,0.88
false,assumed,0.88
false,pretended,0.88
far,outlying,0.88
fell,savage,0.88
flaming,blooming,0.88
flat,matt,0.88
flat,matted,0.88
flat,vapid,0.88
floating,vagabond,0.88
floating,vagrant,0.88
flyspeck,tiny,0.88
flyspeck,weeny,0.88
foul,funky,0.88
free,gratis,0.88
fucking,blooming,0.88
fucking,crashing,0.88
funny,queer,0.88
game,gimpy,0.88
game,lame,0.88
gaudy,gimcrack,0.88
gaudy,loud,0.88
gaudy,meretricious,0.88
gaudy,tacky,0.88
gaudy,tawdry,0.88
gaudy,trashy,0.88
gay,jolly,0.88
gay,merry,0.88
general,worldwide,0.88
given,tending,0.88
glorious,marvelous,0.88
goddamned,blessed,0.88
gone,bypast,0.88
gone,deceased,0.88
good,expert,0.88
good,practiced,0.88
great,corking,0.88
great,cracking,0.88
great,peachy,0.88
greedy,avid,0.88
green,dark_green,0.88
green,light_green,0.88
handsome,bighearted,0.88
happy,content,0.88
heated,heated_up,0.88
heated,het,0.88
heavy,threatening,0.88
high,upper,0.88
